Source	Target	Weight	Type
112	289	2	Undirected
232	256	1	Undirected
145	402	1	Undirected
128	166	4	Undirected
55	213	3	Undirected
35	498	1	Undirected
269	272	1	Undirected
54	276	4	Undirected
9	219	1	Undirected
23	129	1	Undirected
100	166	3	Undirected
105	463	1	Undirected
170	193	1	Undirected
11	35	1	Undirected
229	236	1	Undirected
55	73	1	Undirected
90	112	1	Undirected
133	459	1	Undirected
213	442	1	Undirected
46	343	1	Undirected
121	152	7	Undirected
80	322	1	Undirected
166	247	1	Undirected
94	154	2	Undirected
34	126	3	Undirected
76	97	3	Undirected
175	436	1	Undirected
117	451	1	Undirected
124	303	1	Undirected
152	307	2	Undirected
6	233	3	Undirected
228	232	1	Undirected
145	261	1	Undirected
28	75	9	Undirected
80	112	7	Undirected
132	431	2	Undirected
2	226	1	Undirected
40	458	1	Undirected
81	274	1	Undirected
44	66	1	Undirected
106	142	1	Undirected
119	234	1	Undirected
100	468	2	Undirected
256	263	5	Undirected
23	96	4	Undirected
83	146	2	Undirected
9	110	3	Undirected
99	128	3	Undirected
10	396	1	Undirected
23	218	1	Undirected
154	486	1	Undirected
74	453	1	Undirected
142	475	1	Undirected
32	138	1	Undirected
370	377	1	Undirected
10	53	1	Undirected
199	465	1	Undirected
126	363	1	Undirected
116	118	1	Undirected
26	477	1	Undirected
259	262	1	Undirected
26	208	1	Undirected
2	349	1	Undirected
105	202	3	Undirected
350	373	1	Undirected
23	82	1	Undirected
121	414	1	Undirected
185	258	4	Undirected
50	409	1	Undirected
105	483	1	Undirected
107	142	8	Undirected
354	365	1	Undirected
88	461	1	Undirected
78	448	1	Undirected
63	99	5	Undirected
232	249	1	Undirected
9	336	1	Undirected
133	222	1	Undirected
172	175	1	Undirected
469	470	1	Undirected
455	456	1	Undirected
174	220	1	Undirected
347	356	1	Undirected
16	83	2	Undirected
135	480	1	Undirected
276	453	1	Undirected
60	129	1	Undirected
258	314	2	Undirected
102	232	1	Undirected
24	132	2	Undirected
20	73	1	Undirected
92	470	1	Undirected
81	280	1	Undirected
15	71	1	Undirected
488	492	1	Undirected
8	25	1	Undirected
26	65	1	Undirected
206	233	2	Undirected
23	251	1	Undirected
120	160	1	Undirected
72	443	1	Undirected
60	228	1	Undirected
175	452	2	Undirected
410	415	1	Undirected
134	242	5	Undirected
119	229	1	Undirected
35	226	1	Undirected
379	394	1	Undirected
80	338	2	Undirected
244	282	1	Undirected
34	270	1	Undirected
103	153	1	Undirected
112	277	1	Undirected
107	279	1	Undirected
84	92	4	Undirected
98	333	1	Undirected
3	99	5	Undirected
22	58	1	Undirected
104	105	3	Undirected
44	155	1	Undirected
74	88	3	Undirected
137	232	1	Undirected
9	298	1	Undirected
5	12	1	Undirected
217	503	1	Undirected
79	152	1	Undirected
3	374	1	Undirected
16	70	5	Undirected
307	453	1	Undirected
143	330	1	Undirected
84	87	1	Undirected
33	88	1	Undirected
122	450	1	Undirected
147	443	1	Undirected
124	138	5	Undirected
100	456	1	Undirected
23	209	1	Undirected
39	112	2	Undirected
399	414	1	Undirected
120	181	1	Undirected
137	214	1	Undirected
102	248	1	Undirected
91	336	1	Undirected
74	503	1	Undirected
310	315	1	Undirected
230	231	1	Undirected
126	426	1	Undirected
35	450	1	Undirected
186	514	1	Undirected
145	147	6	Undirected
33	75	4	Undirected
1	24	1	Undirected
133	292	1	Undirected
514	520	1	Undirected
9	59	1	Undirected
181	214	1	Undirected
121	492	1	Undirected
63	109	2	Undirected
39	98	6	Undirected
119	373	1	Undirected
74	174	5	Undirected
90	155	1	Undirected
83	108	2	Undirected
284	408	1	Undirected
72	170	1	Undirected
81	149	1	Undirected
28	37	1	Undirected
3	249	1	Undirected
118	458	1	Undirected
239	253	1	Undirected
91	279	1	Undirected
142	166	3	Undirected
108	152	2	Undirected
105	443	1	Undirected
114	147	2	Undirected
128	233	2	Undirected
147	234	1	Undirected
408	420	1	Undirected
4	44	1	Undirected
120	206	4	Undirected
34	431	2	Undirected
446	471	1	Undirected
77	432	1	Undirected
33	471	1	Undirected
130	469	1	Undirected
27	61	1	Undirected
44	196	1	Undirected
30	45	1	Undirected
120	500	1	Undirected
91	120	6	Undirected
72	98	7	Undirected
134	407	1	Undirected
137	175	3	Undirected
244	453	1	Undirected
112	230	1	Undirected
9	99	3	Undirected
60	104	5	Undirected
75	164	1	Undirected
243	247	1	Undirected
3	25	5	Undirected
10	27	1	Undirected
63	300	1	Undirected
233	282	1	Undirected
118	447	1	Undirected
9	200	1	Undirected
6	386	1	Undirected
161	207	1	Undirected
80	121	11	Undirected
76	214	3	Undirected
96	313	2	Undirected
226	248	1	Undirected
79	135	1	Undirected
509	517	1	Undirected
286	302	1	Undirected
1	56	1	Undirected
64	359	1	Undirected
175	190	1	Undirected
39	141	3	Undirected
210	507	1	Undirected
3	143	3	Undirected
6	396	1	Undirected
458	466	1	Undirected
99	411	1	Undirected
93	439	1	Undirected
33	73	1	Undirected
78	112	4	Undirected
9	69	1	Undirected
6	269	1	Undirected
46	69	1	Undirected
36	145	1	Undirected
34	516	1	Undirected
12	74	1	Undirected
44	200	1	Undirected
70	400	1	Undirected
309	321	1	Undirected
135	462	1	Undirected
44	205	1	Undirected
221	251	1	Undirected
44	446	1	Undirected
3	498	1	Undirected
26	469	1	Undirected
44	142	11	Undirected
70	222	1	Undirected
80	471	1	Undirected
44	88	2	Undirected
3	103	2	Undirected
204	208	1	Undirected
39	153	1	Undirected
405	416	1	Undirected
339	373	1	Undirected
114	136	1	Undirected
120	239	1	Undirected
4	67	1	Undirected
89	268	1	Undirected
10	153	4	Undirected
185	318	1	Undirected
182	198	1	Undirected
138	212	1	Undirected
8	17	1	Undirected
1	6	1	Undirected
134	288	1	Undirected
120	121	11	Undirected
105	515	1	Undirected
123	413	1	Undirected
108	233	1	Undirected
70	482	1	Undirected
101	133	1	Undirected
166	286	1	Undirected
118	310	1	Undirected
50	74	19	Undirected
98	475	1	Undirected
16	419	1	Undirected
119	395	1	Undirected
199	203	1	Undirected
121	458	1	Undirected
90	132	1	Undirected
237	241	1	Undirected
107	446	1	Undirected
35	147	4	Undirected
304	305	1	Undirected
136	154	1	Undirected
44	214	3	Undirected
39	483	1	Undirected
135	281	1	Undirected
28	387	1	Undirected
128	280	1	Undirected
110	482	1	Undirected
102	287	1	Undirected
2	241	1	Undirected
119	189	1	Undirected
54	87	1	Undirected
93	126	3	Undirected
120	164	1	Undirected
24	226	1	Undirected
44	161	5	Undirected
93	458	1	Undirected
94	123	2	Undirected
130	185	2	Undirected
387	389	1	Undirected
274	326	1	Undirected
46	176	1	Undirected
222	252	1	Undirected
92	250	1	Undirected
185	313	2	Undirected
313	432	1	Undirected
124	125	1	Undirected
63	261	1	Undirected
34	481	1	Undirected
217	505	1	Undirected
50	253	1	Undirected
172	176	1	Undirected
438	448	1	Undirected
137	345	1	Undirected
351	369	1	Undirected
101	103	1	Undirected
274	278	1	Undirected
152	198	1	Undirected
76	80	9	Undirected
6	73	1	Undirected
152	296	1	Undirected
84	444	1	Undirected
3	166	6	Undirected
261	263	1	Undirected
10	97	4	Undirected
46	103	2	Undirected
2	9	6	Undirected
19	57	1	Undirected
25	443	1	Undirected
50	274	2	Undirected
42	70	1	Undirected
60	155	1	Undirected
105	148	1	Undirected
46	188	2	Undirected
142	409	1	Undirected
70	174	5	Undirected
91	256	3	Undirected
91	137	3	Undirected
119	131	3	Undirected
111	266	1	Undirected
74	255	1	Undirected
9	210	2	Undirected
107	321	1	Undirected
113	128	1	Undirected
3	29	1	Undirected
76	102	8	Undirected
436	468	1	Undirected
44	401	1	Undirected
29	47	1	Undirected
117	525	1	Undirected
86	152	1	Undirected
64	400	1	Undirected
210	490	1	Undirected
89	286	1	Undirected
102	337	1	Undirected
212	314	1	Undirected
25	103	1	Undirected
83	105	7	Undirected
166	219	1	Undirected
50	437	1	Undirected
256	355	1	Undirected
475	477	1	Undirected
35	132	7	Undirected
44	182	1	Undirected
99	398	1	Undirected
9	148	1	Undirected
5	41	1	Undirected
18	54	2	Undirected
76	101	1	Undirected
40	186	1	Undirected
40	111	1	Undirected
307	448	2	Undirected
75	139	1	Undirected
450	455	1	Undirected
26	133	3	Undirected
26	444	1	Undirected
60	427	1	Undirected
3	264	2	Undirected
105	281	1	Undirected
78	339	1	Undirected
509	515	1	Undirected
137	366	1	Undirected
133	420	1	Undirected
6	40	1	Undirected
20	219	1	Undirected
206	484	1	Undirected
99	516	1	Undirected
102	155	1	Undirected
24	228	1	Undirected
106	109	1	Undirected
519	521	1	Undirected
126	137	1	Undirected
80	84	5	Undirected
38	73	1	Undirected
50	198	1	Undirected
50	402	1	Undirected
122	517	1	Undirected
289	480	1	Undirected
151	211	1	Undirected
54	437	1	Undirected
256	380	1	Undirected
4	45	1	Undirected
109	242	1	Undirected
74	363	2	Undirected
360	372	1	Undirected
26	166	1	Undirected
34	302	1	Undirected
74	158	1	Undirected
64	84	7	Undirected
134	136	1	Undirected
95	132	1	Undirected
102	339	1	Undirected
19	46	1	Undirected
74	112	8	Undirected
447	466	1	Undirected
91	468	2	Undirected
28	78	8	Undirected
98	110	5	Undirected
244	463	1	Undirected
134	341	1	Undirected
3	321	1	Undirected
181	205	1	Undirected
124	283	1	Undirected
40	443	1	Undirected
126	130	3	Undirected
3	369	1	Undirected
84	447	1	Undirected
121	126	3	Undirected
10	433	1	Undirected
174	178	1	Undirected
11	22	1	Undirected
96	108	1	Undirected
63	230	1	Undirected
268	423	1	Undirected
116	143	1	Undirected
86	145	1	Undirected
500	504	1	Undirected
70	291	1	Undirected
274	283	1	Undirected
3	255	1	Undirected
23	325	1	Undirected
74	261	1	Undirected
164	166	1	Undirected
109	189	1	Undirected
4	28	1	Undirected
523	525	1	Undirected
201	203	1	Undirected
256	365	1	Undirected
20	112	1	Undirected
34	299	2	Undirected
20	239	1	Undirected
10	258	6	Undirected
268	270	1	Undirected
54	242	5	Undirected
176	178	1	Undirected
100	323	1	Undirected
64	65	1	Undirected
63	130	5	Undirected
120	521	1	Undirected
75	454	1	Undirected
46	202	3	Undirected
77	447	1	Undirected
75	468	2	Undirected
25	190	1	Undirected
10	31	1	Undirected
147	241	1	Undirected
91	477	1	Undirected
3	49	1	Undirected
110	124	6	Undirected
104	230	1	Undirected
11	15	1	Undirected
150	443	1	Undirected
99	306	1	Undirected
92	400	1	Undirected
412	418	1	Undirected
402	414	1	Undirected
122	235	1	Undirected
16	445	1	Undirected
158	162	1	Undirected
33	227	1	Undirected
185	199	4	Undirected
81	433	1	Undirected
132	320	1	Undirected
96	451	1	Undirected
28	83	6	Undirected
62	66	1	Undirected
145	294	1	Undirected
16	174	2	Undirected
127	210	2	Undirected
205	209	1	Undirected
199	460	1	Undirected
9	214	1	Undirected
1	15	1	Undirected
215	475	1	Undirected
132	426	2	Undirected
10	477	1	Undirected
113	133	1	Undirected
130	198	1	Undirected
34	47	1	Undirected
70	131	3	Undirected
385	390	1	Undirected
124	185	3	Undirected
106	130	1	Undirected
80	381	1	Undirected
283	287	1	Undirected
107	423	1	Undirected
170	171	1	Undirected
115	135	1	Undirected
263	434	1	Undirected
75	243	1	Undirected
203	208	1	Undirected
258	519	1	Undirected
104	461	1	Undirected
235	240	1	Undirected
109	171	1	Undirected
30	34	1	Undirected
513	521	1	Undirected
146	216	1	Undirected
123	153	4	Undirected
28	284	5	Undirected
85	116	1	Undirected
384	389	1	Undirected
133	206	5	Undirected
13	61	1	Undirected
213	297	1	Undirected
145	205	1	Undirected
81	145	4	Undirected
44	223	1	Undirected
494	497	1	Undirected
84	162	1	Undirected
54	92	7	Undirected
50	71	1	Undirected
3	441	1	Undirected
244	246	1	Undirected
28	295	1	Undirected
46	155	1	Undirected
442	450	1	Undirected
124	261	1	Undirected
424	430	1	Undirected
31	48	1	Undirected
75	121	10	Undirected
2	37	1	Undirected
63	234	1	Undirected
64	232	1	Undirected
50	448	3	Undirected
54	240	1	Undirected
80	225	1	Undirected
132	331	2	Undirected
121	321	2	Undirected
305	311	1	Undirected
195	198	1	Undirected
118	235	1	Undirected
91	141	4	Undirected
50	55	9	Undirected
138	286	1	Undirected
78	493	1	Undirected
48	357	1	Undirected
76	202	3	Undirected
119	481	1	Undirected
321	473	1	Undirected
142	422	1	Undirected
199	498	1	Undirected
128	523	1	Undirected
9	292	1	Undirected
132	472	3	Undirected
18	174	1	Undirected
244	322	1	Undirected
141	175	2	Undirected
10	23	9	Undirected
448	470	1	Undirected
109	140	1	Undirected
2	212	1	Undirected
137	502	1	Undirected
6	316	1	Undirected
359	366	1	Undirected
54	176	1	Undirected
131	160	1	Undirected
175	192	1	Undirected
80	133	11	Undirected
16	64	5	Undirected
88	98	3	Undirected
135	238	1	Undirected
122	510	1	Undirected
351	371	1	Undirected
64	150	5	Undirected
307	515	1	Undirected
127	321	1	Undirected
8	21	1	Undirected
208	258	1	Undirected
46	459	1	Undirected
445	452	1	Undirected
23	254	2	Undirected
78	181	1	Undirected
341	348	1	Undirected
111	264	1	Undirected
138	472	2	Undirected
30	66	1	Undirected
256	282	3	Undirected
37	71	1	Undirected
10	295	1	Undirected
137	259	1	Undirected
50	130	8	Undirected
244	467	1	Undirected
185	212	3	Undirected
46	379	1	Undirected
74	184	1	Undirected
132	449	1	Undirected
32	250	1	Undirected
77	219	1	Undirected
63	449	1	Undirected
34	379	1	Undirected
105	213	3	Undirected
455	468	1	Undirected
141	313	1	Undirected
20	91	1	Undirected
109	478	1	Undirected
46	520	1	Undirected
438	456	1	Undirected
119	338	2	Undirected
26	450	1	Undirected
104	220	1	Undirected
102	343	1	Undirected
271	470	1	Undirected
6	525	1	Undirected
145	339	1	Undirected
135	512	1	Undirected
100	226	1	Undirected
115	149	1	Undirected
76	505	1	Undirected
381	393	1	Undirected
28	39	7	Undirected
264	431	1	Undirected
263	479	1	Undirected
121	251	1	Undirected
39	115	1	Undirected
181	211	1	Undirected
99	314	1	Undirected
98	380	1	Undirected
491	493	1	Undirected
284	444	1	Undirected
78	488	1	Undirected
23	371	1	Undirected
403	407	1	Undirected
2	369	1	Undirected
268	455	1	Undirected
274	325	1	Undirected
105	521	1	Undirected
118	321	2	Undirected
24	166	1	Undirected
183	191	1	Undirected
110	506	1	Undirected
174	488	1	Undirected
94	113	1	Undirected
50	454	1	Undirected
47	57	1	Undirected
36	78	1	Undirected
91	411	1	Undirected
114	135	2	Undirected
111	185	2	Undirected
134	284	4	Undirected
27	60	1	Undirected
32	233	1	Undirected
111	451	1	Undirected
210	282	3	Undirected
40	130	1	Undirected
72	171	1	Undirected
76	200	1	Undirected
175	375	1	Undirected
6	370	1	Undirected
2	62	1	Undirected
308	320	1	Undirected
353	355	1	Undirected
117	284	4	Undirected
6	15	1	Undirected
177	195	1	Undirected
258	507	1	Undirected
64	423	1	Undirected
75	434	1	Undirected
74	416	1	Undirected
8	29	1	Undirected
2	46	13	Undirected
99	509	1	Undirected
402	406	1	Undirected
150	331	1	Undirected
63	249	1	Undirected
98	114	1	Undirected
80	233	4	Undirected
25	131	1	Undirected
185	256	2	Undirected
34	128	12	Undirected
46	326	1	Undirected
128	413	1	Undirected
54	101	1	Undirected
120	236	1	Undirected
76	442	1	Undirected
174	221	1	Undirected
10	388	1	Undirected
104	506	1	Undirected
481	482	1	Undirected
84	212	3	Undirected
23	332	1	Undirected
23	472	2	Undirected
39	69	1	Undirected
93	475	1	Undirected
185	450	1	Undirected
152	285	1	Undirected
75	403	1	Undirected
64	262	1	Undirected
119	158	1	Undirected
75	240	1	Undirected
16	85	1	Undirected
107	323	1	Undirected
16	141	2	Undirected
154	487	1	Undirected
343	377	1	Undirected
34	228	1	Undirected
34	39	9	Undirected
488	490	1	Undirected
2	372	1	Undirected
33	440	1	Undirected
63	442	1	Undirected
44	516	1	Undirected
123	252	1	Undirected
309	322	1	Undirected
122	155	1	Undirected
80	103	2	Undirected
143	192	1	Undirected
133	517	1	Undirected
213	456	1	Undirected
352	355	1	Undirected
128	331	1	Undirected
151	442	1	Undirected
132	503	1	Undirected
307	322	1	Undirected
34	515	1	Undirected
186	459	1	Undirected
25	164	1	Undirected
189	190	1	Undirected
6	362	1	Undirected
421	422	1	Undirected
127	276	2	Undirected
233	315	1	Undirected
93	122	6	Undirected
54	209	2	Undirected
112	264	1	Undirected
124	484	1	Undirected
265	460	1	Undirected
187	319	1	Undirected
102	281	1	Undirected
112	149	3	Undirected
93	98	6	Undirected
46	316	1	Undirected
46	198	1	Undirected
223	251	1	Undirected
26	175	3	Undirected
236	377	1	Undirected
166	249	1	Undirected
55	475	1	Undirected
343	368	1	Undirected
91	277	1	Undirected
22	59	1	Undirected
112	428	1	Undirected
10	226	1	Undirected
83	260	1	Undirected
84	451	1	Undirected
88	276	2	Undirected
70	288	1	Undirected
119	193	1	Undirected
98	297	3	Undirected
257	273	1	Undirected
64	484	1	Undirected
50	394	1	Undirected
81	218	1	Undirected
307	315	1	Undirected
84	184	1	Undirected
50	168	1	Undirected
44	525	1	Undirected
110	125	1	Undirected
2	443	1	Undirected
150	456	1	Undirected
16	142	3	Undirected
126	307	1	Undirected
63	311	1	Undirected
89	109	1	Undirected
50	460	1	Undirected
286	299	1	Undirected
119	527	1	Undirected
104	216	1	Undirected
23	24	3	Undirected
32	234	1	Undirected
89	161	1	Undirected
268	469	1	Undirected
114	247	1	Undirected
110	299	1	Undirected
210	309	1	Undirected
119	136	1	Undirected
227	250	1	Undirected
10	344	1	Undirected
14	38	1	Undirected
353	376	1	Undirected
132	482	1	Undirected
328	333	1	Undirected
107	115	1	Undirected
208	244	2	Undirected
48	51	1	Undirected
81	244	2	Undirected
290	297	1	Undirected
94	148	1	Undirected
32	78	2	Undirected
186	233	3	Undirected
39	150	4	Undirected
102	211	1	Undirected
35	294	1	Undirected
83	104	2	Undirected
72	255	1	Undirected
50	455	1	Undirected
242	409	1	Undirected
2	265	3	Undirected
10	436	1	Undirected
282	425	1	Undirected
72	436	1	Undirected
3	423	1	Undirected
348	350	1	Undirected
254	352	1	Undirected
77	117	7	Undirected
40	265	1	Undirected
22	30	1	Undirected
120	286	1	Undirected
94	201	1	Undirected
23	403	1	Undirected
46	435	1	Undirected
80	157	1	Undirected
25	193	2	Undirected
293	301	1	Undirected
100	461	2	Undirected
330	332	1	Undirected
64	172	1	Undirected
96	275	1	Undirected
151	289	1	Undirected
101	111	1	Undirected
89	328	1	Undirected
95	131	1	Undirected
25	419	1	Undirected
308	309	1	Undirected
54	446	1	Undirected
83	138	4	Undirected
76	444	1	Undirected
100	210	3	Undirected
338	390	1	Undirected
46	384	1	Undirected
245	256	1	Undirected
93	438	1	Undirected
24	229	1	Undirected
91	154	3	Undirected
199	479	1	Undirected
50	346	1	Undirected
64	446	1	Undirected
64	237	1	Undirected
9	131	2	Undirected
449	452	1	Undirected
454	462	1	Undirected
3	245	1	Undirected
50	449	1	Undirected
118	204	1	Undirected
121	215	4	Undirected
78	365	1	Undirected
212	313	1	Undirected
13	72	1	Undirected
104	475	1	Undirected
147	522	1	Undirected
92	276	4	Undirected
55	244	4	Undirected
132	499	1	Undirected
34	378	1	Undirected
6	363	2	Undirected
80	213	1	Undirected
208	458	1	Undirected
21	67	1	Undirected
134	403	1	Undirected
507	519	1	Undirected
93	245	1	Undirected
147	509	1	Undirected
