Source	Target	Weight	Type
24	37	1	Undirected
76	163	1	Undirected
2	166	1	Undirected
62	68	1	Undirected
90	236	1	Undirected
5	103	1	Undirected
93	95	1	Undirected
230	239	1	Undirected
161	166	1	Undirected
133	135	1	Undirected
4	38	1	Undirected
44	203	1	Undirected
36	56	1	Undirected
6	133	1	Undirected
33	160	1	Undirected
38	167	1	Undirected
29	223	1	Undirected
36	125	1	Undirected
30	47	1	Undirected
227	229	1	Undirected
8	14	1	Undirected
32	161	1	Undirected
80	89	1	Undirected
112	142	1	Undirected
7	25	1	Undirected
124	200	1	Undirected
81	171	1	Undirected
36	181	1	Undirected
211	212	1	Undirected
95	99	1	Undirected
62	72	1	Undirected
2	39	1	Undirected
17	128	1	Undirected
194	196	1	Undirected
41	47	1	Undirected
13	31	1	Undirected
23	236	1	Undirected
17	53	2	Undirected
11	148	1	Undirected
29	43	3	Undirected
9	21	1	Undirected
94	108	1	Undirected
56	59	1	Undirected
1	212	1	Undirected
166	168	1	Undirected
100	101	1	Undirected
235	238	1	Undirected
6	138	2	Undirected
17	224	1	Undirected
9	13	1	Undirected
43	53	1	Undirected
6	47	1	Undirected
79	84	1	Undirected
22	28	1	Undirected
60	73	1	Undirected
17	49	1	Undirected
22	45	1	Undirected
21	53	1	Undirected
158	170	1	Undirected
179	199	1	Undirected
50	115	1	Undirected
2	167	1	Undirected
53	206	1	Undirected
189	195	1	Undirected
85	169	1	Undirected
76	158	1	Undirected
76	216	1	Undirected
230	237	1	Undirected
92	106	1	Undirected
107	179	1	Undirected
17	204	1	Undirected
76	219	1	Undirected
135	138	1	Undirected
60	66	1	Undirected
190	197	1	Undirected
164	182	1	Undirected
44	161	2	Undirected
6	20	2	Undirected
118	125	1	Undirected
47	48	1	Undirected
44	65	1	Undirected
1	70	1	Undirected
218	222	1	Undirected
32	81	1	Undirected
7	128	1	Undirected
43	94	1	Undirected
101	110	1	Undirected
50	125	1	Undirected
7	131	1	Undirected
35	164	2	Undirected
92	101	1	Undirected
1	87	1	Undirected
1	12	2	Undirected
181	183	1	Undirected
4	43	1	Undirected
13	161	1	Undirected
37	88	1	Undirected
7	61	4	Undirected
5	72	1	Undirected
12	40	1	Undirected
229	235	1	Undirected
74	79	2	Undirected
116	147	1	Undirected
5	94	1	Undirected
87	159	1	Undirected
15	87	1	Undirected
98	101	1	Undirected
93	105	1	Undirected
17	168	1	Undirected
108	113	1	Undirected
97	107	1	Undirected
17	19	1	Undirected
7	232	1	Undirected
33	64	1	Undirected
63	121	1	Undirected
8	39	1	Undirected
124	180	1	Undirected
142	148	1	Undirected
35	67	1	Undirected
32	50	3	Undirected
35	206	1	Undirected
13	24	1	Undirected
76	210	1	Undirected
3	29	1	Undirected
217	222	1	Undirected
50	111	1	Undirected
50	61	7	Undirected
1	195	1	Undirected
32	85	2	Undirected
44	122	1	Undirected
40	163	1	Undirected
63	191	1	Undirected
1	53	2	Undirected
225	231	1	Undirected
24	28	1	Undirected
36	86	1	Undirected
21	31	1	Undirected
230	234	1	Undirected
23	36	2	Undirected
106	113	1	Undirected
61	166	1	Undirected
129	132	1	Undirected
52	165	1	Undirected
182	194	1	Undirected
23	166	1	Undirected
6	161	1	Undirected
14	26	1	Undirected
1	54	1	Undirected
29	212	1	Undirected
80	87	1	Undirected
37	183	1	Undirected
50	143	1	Undirected
37	49	1	Undirected
33	127	1	Undirected
36	46	1	Undirected
56	70	1	Undirected
75	77	1	Undirected
2	149	1	Undirected
129	137	1	Undirected
35	158	1	Undirected
190	195	1	Undirected
166	229	1	Undirected
50	161	2	Undirected
206	210	1	Undirected
149	152	1	Undirected
167	169	1	Undirected
15	41	1	Undirected
141	147	1	Undirected
188	197	1	Undirected
36	172	1	Undirected
183	224	1	Undirected
43	172	1	Undirected
163	236	1	Undirected
165	167	1	Undirected
5	39	1	Undirected
18	43	1	Undirected
195	197	1	Undirected
41	48	1	Undirected
6	194	1	Undirected
44	129	1	Undirected
29	85	1	Undirected
50	182	1	Undirected
32	136	1	Undirected
211	220	1	Undirected
10	17	3	Undirected
4	18	1	Undirected
65	70	1	Undirected
38	163	1	Undirected
95	111	1	Undirected
35	133	1	Undirected
96	108	1	Undirected
191	200	1	Undirected
124	191	1	Undirected
17	29	5	Undirected
13	207	1	Undirected
17	138	2	Undirected
11	112	1	Undirected
75	221	1	Undirected
217	218	1	Undirected
29	49	1	Undirected
81	163	1	Undirected
24	42	1	Undirected
7	41	1	Undirected
49	50	1	Undirected
148	149	1	Undirected
5	105	1	Undirected
78	163	1	Undirected
33	55	1	Undirected
35	116	3	Undirected
4	29	1	Undirected
11	43	3	Undirected
5	32	3	Undirected
131	139	1	Undirected
62	87	2	Undirected
1	179	1	Undirected
33	53	2	Undirected
7	165	2	Undirected
13	48	2	Undirected
17	120	1	Undirected
50	196	1	Undirected
161	217	1	Undirected
112	156	1	Undirected
37	158	1	Undirected
50	173	1	Undirected
6	34	1	Undirected
5	53	2	Undirected
29	162	1	Undirected
13	137	1	Undirected
14	45	1	Undirected
5	11	5	Undirected
63	133	1	Undirected
116	190	1	Undirected
196	200	1	Undirected
1	63	1	Undirected
160	164	1	Undirected
102	109	1	Undirected
6	108	1	Undirected
31	49	1	Undirected
38	189	1	Undirected
11	101	1	Undirected
50	93	2	Undirected
53	213	1	Undirected
79	164	1	Undirected
62	158	1	Undirected
62	63	1	Undirected
40	231	1	Undirected
29	161	2	Undirected
35	45	1	Undirected
6	69	1	Undirected
199	200	1	Undirected
42	47	1	Undirected
5	186	1	Undirected
107	191	1	Undirected
7	98	1	Undirected
162	168	1	Undirected
183	193	1	Undirected
23	33	1	Undirected
35	184	1	Undirected
30	82	1	Undirected
75	161	1	Undirected
36	137	1	Undirected
17	45	1	Undirected
74	162	1	Undirected
109	115	1	Undirected
91	111	1	Undirected
35	44	8	Undirected
13	202	1	Undirected
32	33	2	Undirected
161	223	1	Undirected
17	134	2	Undirected
19	20	1	Undirected
44	204	1	Undirected
35	80	1	Undirected
116	209	1	Undirected
18	28	1	Undirected
43	166	1	Undirected
21	42	1	Undirected
17	159	1	Undirected
122	124	1	Undirected
56	61	1	Undirected
102	164	1	Undirected
164	192	1	Undirected
48	127	1	Undirected
50	86	1	Undirected
31	42	1	Undirected
127	218	1	Undirected
44	157	1	Undirected
23	24	1	Undirected
126	127	1	Undirected
3	22	1	Undirected
18	51	1	Undirected
44	135	1	Undirected
36	224	1	Undirected
78	159	1	Undirected
230	231	1	Undirected
15	129	1	Undirected
43	97	1	Undirected
63	122	1	Undirected
40	116	1	Undirected
37	40	1	Undirected
1	30	2	Undirected
98	102	1	Undirected
205	211	1	Undirected
5	134	2	Undirected
79	81	3	Undirected
61	138	2	Undirected
1	48	1	Undirected
15	86	1	Undirected
107	192	1	Undirected
33	159	1	Undirected
100	112	1	Undirected
19	28	1	Undirected
112	164	1	Undirected
69	167	1	Undirected
7	190	1	Undirected
44	61	7	Undirected
25	39	1	Undirected
63	64	1	Undirected
129	130	1	Undirected
35	121	1	Undirected
90	230	1	Undirected
164	170	1	Undirected
66	67	1	Undirected
9	31	1	Undirected
1	42	1	Undirected
74	217	1	Undirected
50	90	4	Undirected
21	45	1	Undirected
145	150	1	Undirected
116	180	1	Undirected
182	195	1	Undirected
179	185	1	Undirected
43	195	1	Undirected
61	130	1	Undirected
60	71	1	Undirected
31	46	1	Undirected
29	176	1	Undirected
63	180	1	Undirected
13	47	1	Undirected
24	49	1	Undirected
63	182	1	Undirected
62	112	1	Undirected
131	136	1	Undirected
36	88	2	Undirected
11	168	1	Undirected
29	174	1	Undirected
52	62	1	Undirected
184	198	1	Undirected
94	106	1	Undirected
146	152	1	Undirected
187	197	1	Undirected
44	138	2	Undirected
78	160	1	Undirected
36	107	4	Undirected
16	27	1	Undirected
44	225	1	Undirected
36	124	3	Undirected
20	51	1	Undirected
96	165	1	Undirected
44	190	1	Undirected
102	115	1	Undirected
11	34	1	Undirected
112	166	1	Undirected
146	150	1	Undirected
44	69	2	Undirected
32	62	1	Undirected
11	206	1	Undirected
5	231	1	Undirected
12	13	1	Undirected
226	235	1	Undirected
105	115	1	Undirected
74	222	1	Undirected
38	164	2	Undirected
85	133	1	Undirected
11	45	1	Undirected
34	51	1	Undirected
64	66	1	Undirected
65	71	1	Undirected
204	207	1	Undirected
159	163	1	Undirected
119	123	1	Undirected
1	24	1	Undirected
61	139	1	Undirected
18	33	1	Undirected
69	79	1	Undirected
161	170	1	Undirected
7	114	1	Undirected
130	135	1	Undirected
6	94	1	Undirected
3	28	1	Undirected
18	35	1	Undirected
226	233	1	Undirected
9	53	1	Undirected
44	177	1	Undirected
33	42	1	Undirected
31	51	1	Undirected
50	142	1	Undirected
74	89	1	Undirected
17	222	1	Undirected
101	127	1	Undirected
11	47	1	Undirected
18	40	1	Undirected
17	149	1	Undirected
13	62	1	Undirected
91	98	1	Undirected
63	136	1	Undirected
207	214	1	Undirected
150	157	1	Undirected
15	90	2	Undirected
1	174	1	Undirected
11	42	1	Undirected
37	124	2	Undirected
36	196	1	Undirected
33	174	1	Undirected
142	150	1	Undirected
183	212	1	Undirected
29	216	1	Undirected
36	223	1	Undirected
30	75	1	Undirected
78	79	2	Undirected
17	60	1	Undirected
134	138	1	Undirected
1	184	1	Undirected
101	220	1	Undirected
17	189	1	Undirected
56	65	1	Undirected
52	76	2	Undirected
15	34	1	Undirected
28	37	1	Undirected
103	108	1	Undirected
13	55	1	Undirected
1	194	1	Undirected
14	44	1	Undirected
20	131	1	Undirected
37	43	2	Undirected
37	205	1	Undirected
226	227	1	Undirected
46	48	1	Undirected
5	217	1	Undirected
50	110	1	Undirected
50	133	1	Undirected
87	107	1	Undirected
61	214	1	Undirected
5	93	2	Undirected
206	212	1	Undirected
57	63	1	Undirected
50	205	1	Undirected
100	104	1	Undirected
5	82	1	Undirected
5	81	3	Undirected
84	86	1	Undirected
32	40	1	Undirected
185	194	1	Undirected
234	239	1	Undirected
182	196	1	Undirected
50	91	1	Undirected
5	133	1	Undirected
7	82	1	Undirected
91	103	1	Undirected
37	212	1	Undirected
33	69	2	Undirected
61	112	1	Undirected
227	236	1	Undirected
75	148	1	Undirected
17	81	3	Undirected
4	16	1	Undirected
1	182	1	Undirected
43	171	1	Undirected
44	208	1	Undirected
112	169	1	Undirected
30	51	1	Undirected
11	75	1	Undirected
104	106	1	Undirected
207	211	1	Undirected
56	58	1	Undirected
101	115	1	Undirected
25	34	1	Undirected
1	14	1	Undirected
43	158	1	Undirected
38	160	1	Undirected
2	41	1	Undirected
43	70	1	Undirected
185	193	1	Undirected
102	105	1	Undirected
127	148	1	Undirected
164	223	1	Undirected
10	53	1	Undirected
1	7	3	Undirected
185	196	1	Undirected
43	164	2	Undirected
5	22	1	Undirected
95	105	1	Undirected
50	119	1	Undirected
38	42	1	Undirected
107	108	1	Undirected
1	134	1	Undirected
118	119	1	Undirected
5	182	1	Undirected
50	85	4	Undirected
53	203	1	Undirected
63	71	1	Undirected
50	72	1	Undirected
7	158	1	Undirected
7	93	1	Undirected
52	211	1	Undirected
7	88	2	Undirected
148	218	1	Undirected
5	209	1	Undirected
180	194	1	Undirected
94	100	1	Undirected
20	37	2	Undirected
102	108	1	Undirected
78	158	1	Undirected
11	175	1	Undirected
20	47	1	Undirected
27	51	1	Undirected
165	195	1	Undirected
79	80	1	Undirected
13	107	1	Undirected
43	89	1	Undirected
6	62	2	Undirected
78	86	1	Undirected
11	213	1	Undirected
85	239	1	Undirected
3	21	1	Undirected
50	174	2	Undirected
107	212	1	Undirected
228	234	1	Undirected
186	193	1	Undirected
27	40	1	Undirected
33	67	1	Undirected
186	188	1	Undirected
147	164	1	Undirected
52	203	1	Undirected
50	87	4	Undirected
144	152	1	Undirected
1	196	1	Undirected
102	215	1	Undirected
17	183	3	Undirected
50	213	1	Undirected
141	157	1	Undirected
5	42	1	Undirected
50	53	2	Undirected
1	2	1	Undirected
36	161	2	Undirected
14	31	1	Undirected
13	15	2	Undirected
37	85	1	Undirected
17	106	1	Undirected
11	78	1	Undirected
112	154	1	Undirected
50	67	1	Undirected
43	96	1	Undirected
143	152	1	Undirected
30	130	1	Undirected
11	87	2	Undirected
15	20	2	Undirected
14	33	1	Undirected
2	36	3	Undirected
6	165	2	Undirected
36	61	7	Undirected
183	215	1	Undirected
38	53	1	Undirected
50	107	4	Undirected
15	50	3	Undirected
36	185	1	Undirected
36	232	1	Undirected
107	189	1	Undirected
50	178	1	Undirected
167	168	1	Undirected
61	192	1	Undirected
116	182	1	Undirected
1	25	1	Undirected
36	162	1	Undirected
32	133	1	Undirected
5	29	5	Undirected
219	224	1	Undirected
179	197	1	Undirected
43	199	1	Undirected
44	83	1	Undirected
34	41	1	Undirected
50	144	1	Undirected
165	192	1	Undirected
8	48	1	Undirected
36	163	2	Undirected
201	208	1	Undirected
52	119	1	Undirected
37	169	1	Undirected
32	39	1	Undirected
181	188	1	Undirected
8	9	1	Undirected
203	209	1	Undirected
20	26	1	Undirected
33	34	1	Undirected
43	50	6	Undirected
50	118	1	Undirected
37	126	1	Undirected
6	135	1	Undirected
44	119	1	Undirected
7	167	1	Undirected
25	49	1	Undirected
192	193	1	Undirected
26	34	1	Undirected
38	158	1	Undirected
17	87	4	Undirected
7	200	1	Undirected
90	130	1	Undirected
13	36	4	Undirected
32	162	1	Undirected
8	35	1	Undirected
130	138	1	Undirected
38	46	1	Undirected
29	203	1	Undirected
17	217	1	Undirected
44	139	1	Undirected
202	213	1	Undirected
15	85	2	Undirected
29	96	1	Undirected
36	187	1	Undirected
24	36	1	Undirected
37	167	1	Undirected
11	35	3	Undirected
64	71	1	Undirected
182	185	1	Undirected
107	199	1	Undirected
36	98	1	Undirected
141	153	1	Undirected
5	155	1	Undirected
92	115	1	Undirected
103	114	1	Undirected
22	50	1	Undirected
10	76	1	Undirected
44	216	1	Undirected
77	78	1	Undirected
61	189	1	Undirected
117	127	1	Undirected
76	214	1	Undirected
36	55	1	Undirected
12	27	1	Undirected
220	222	1	Undirected
17	25	1	Undirected
22	25	1	Undirected
27	32	1	Undirected
43	170	1	Undirected
30	34	1	Undirected
50	78	3	Undirected
50	193	1	Undirected
5	123	1	Undirected
127	219	1	Undirected
44	211	2	Undirected
104	108	1	Undirected
30	89	1	Undirected
14	35	1	Undirected
35	61	7	Undirected
36	229	1	Undirected
128	131	1	Undirected
35	159	1	Undirected
10	31	1	Undirected
138	167	1	Undirected
13	204	1	Undirected
107	209	1	Undirected
50	135	1	Undirected
16	44	1	Undirected
5	71	1	Undirected
5	8	1	Undirected
7	43	5	Undirected
43	80	1	Undirected
189	191	1	Undirected
211	215	1	Undirected
105	108	1	Undirected
18	29	1	Undirected
116	215	1	Undirected
127	164	1	Undirected
44	70	2	Undirected
4	51	1	Undirected
5	128	1	Undirected
53	210	1	Undirected
40	166	1	Undirected
37	45	1	Undirected
33	50	7	Undirected
32	79	1	Undirected
17	213	1	Undirected
38	191	1	Undirected
27	34	1	Undirected
44	199	1	Undirected
184	195	1	Undirected
15	33	2	Undirected
20	23	1	Undirected
21	50	1	Undirected
9	22	1	Undirected
161	183	1	Undirected
61	194	1	Undirected
195	199	1	Undirected
17	105	1	Undirected
90	231	1	Undirected
10	62	1	Undirected
79	168	1	Undirected
2	140	1	Undirected
36	84	1	Undirected
148	221	1	Undirected
44	221	1	Undirected
128	130	1	Undirected
6	86	1	Undirected
100	107	1	Undirected
5	46	1	Undirected
7	80	1	Undirected
61	69	2	Undirected
52	127	1	Undirected
13	29	3	Undirected
5	34	1	Undirected
44	195	1	Undirected
43	124	1	Undirected
87	178	1	Undirected
231	235	1	Undirected
13	135	1	Undirected
